urruti-min,iz. deseo o anhelo de viajar a lugares lejanos; dolor por no haber viajado a lugares lejanos
urruti/urrun gabe,no lejos de
urrutian,a lo lejos
urrutiko,"izlag. lejano, -a, remoto, -a, apartado, -a"
urrutiko aginte,"mando a distancia, control remoto"
urrutiko kontrol,"control remoto, mando a distancia"
urrutira,lejos; a lo lejos
urrutira gabe,sin ir más lejos
"urrutiratu, urrutira(tu), urrutiratzen","da/du ad. alejar(se), distanciar(se); apartar(se), separar(se)"
urrutitasun,"iz. lejanía, distancia; alejamiento"
"urrutitu, urruti(tu), urrutitzen","da/du ad. alejar(se), distanciar(se); apartar(se), separar(se)"
urrutizkin,iz. teléfono
urtaldi,"iz. (Ipar.) año, añada, temporada de un año"
urtar,"adj. (Ekol.) acuático, -a; acuícola"
urtaro,estación [del año]
urtarokotasun,estacionalidad
urte askoan!/askotarako!,¡por muchos años!
urte askotarako!,"¡mucho gusto!; ¡por muchos años!; encantado, -a (fórmula de presentación)"
urte bisustu,(año) bisiesto
urte luze,"(iraupen handia azpimarratzeko) largos años, muchos años"
urte-liburu,"(Hist.) fasto, anales"
urtea joan (eta) urtea etorri; urteak joan (eta) urteak etorri; urteak joan,al cabo de unos años
urtebetetze,iz. cumpleaños; aniversario
urtebetetze-egun,cumpleaños
urtebi,iz. cierta variedad de manzana muy duradera
urteburu,1  iz. (batez ere Ipar.) fin de año // 2  iz. (batez ere Ipar.) aniversario
urtegarren,iz. aniversario
urtegi,"iz. embalse, pantano"
urtekal,"adb. (Z) anualmente, todos los años"
urtekari,iz. anuario; publicación anual; revista anual
urteko,"1  izlag. anual, del año // 2  izlag. cosechero, -a"
"urtekotu, urteko(tu), urtekotzen",du ad. anualizar
urtemuga,"1  iz. cumpleaños, aniversario // 2  iz. aniversario"
urteren ostean,después de años
urtero,"adb. (Heg.) anualmente, todos los años"
urteroko,"1  izlag. anual, de todos los años // 2  iz. anualidad"
urtetsu,"izond. añejo, -a, añoso, -a; de muchos años; viejo, -a"
urteurren,iz. aniversario
urtoki,iz. marisma
urtsu,"1 izond. acuoso, -a, abundante en agua // 2 izond. jugoso, -a; sabroso, -a"
urtsulatar,"adj./iz. (Erl.) ursulino, -a"
"urtu, ur(tu), urtzen","1  da/du ad. derretir(se), fundir(se) // 2  da/du ad. [likido baten baitan] diluir(se), disolver(se), deshacer(se) ➥ disolbatu // 3  da/du ad. (hed.) derretir(se), deshacer(se)"
urtuezin,indisoluble; infusible
urtume,"iz. retoño, rama anual"
urtxintxa hegalari,(Zool.) ardilla voladora
urtzaldi,iz. deshielo [temporada]
urtzaro,iz. deshielo [temporada]
urtze,1  iz. deshielo; derretimiento // 2  iz. (Fis.) fusión
urtze-bero,(Fis.) calor de fusión
uruguaitar,"adj./iz. uruguayo, -a"
urxuria egin,orinar
urzale,"izond. (Biol.) (Ekol.) hidrófilo, -a"
usadio,"iz. (Heg.) uso, costumbre, usanza; tradición; hábito"
usaimen,iz. (sentido del) olfato
usain egin,1 oler // 2 perfumar(se)
usain(a) eman,oler
usain(a) hartu,"1 oler // 2 sospechar, recelar, desconfiar"
usain(d)u,oler
usaina dario,huele a…
usaindun,"adj. oloroso, -a; perfumado, -a; aromático, -a"
usaingabe,"izond. inodoro, -a"
usaintsu,"izond. oloroso, -a; perfumado, -a; aromático, -a, fragante"
usakume,iz. pichón
usategi,"1 iz. palomar // 2 iz. palomera, cazadero de palomas"
usatu,"usar, utilizar"
usazain,"iz. colombicultor, -a"
usin egin,estornudar
usna,iz. (batez ere Ipar.) olfato
usnaka,"adb. oliendo, olfateando"
"usnatu, usna(tu), usnatzen",du ad. (batez ere Ipar.) oler; olfatear
uso mezulari,paloma mensajera
usozale,"iz./izond. colombófilo, -a"
uspeldura,"iz. (Ipar.) cardenal, moradura"
uste,"1  iz. creencia, opinión, idea, juicio, parecer // 2  iz. confianza, esperanza, fe // 3  iz. intención, propósito"
Uste nahiko zabaldua da,Es una creencia bastante extendida
uste on/oso/bete/handi,plena confianza
uste osoa izan/eduki,"tener plena confianza, confiar plenamente"
"uste sendo",(Erl.) (pl.) convicciones
uste txarrean eduki,tener en mal concepto
ustean,"1 (aurretik duen izen-sintagmak -en kasu-atzizkia daramala) esperando, a la espera de // 2 (aditzaren era burutuaren edo -t(z)eko daraman aditz-izenaren ondoan) con la idea de, en la creencia de"
ustebide,"1  iz. modo de pensar, mentalidad // 2  iz. confianza"
ustekabe,"sorpresa, imprevisto"
ustekabean,"por sorpresa, de repente, de manera imprevista; por arte de birlibirloque, (como) por arte de magia"
ustekabeko,sorpresa
ustekabeko eraso,golpe de mano
ustekaberik,"por sorpresa, de repente"
ustekabez,"1 por sorpresa, de repente // 2 involuntariamente, sin querer; inadvertidamente"
ustekeria,aprensión
ustekizun,"1  iz. confianza // 2  iz. creencia, opinión, idea"
usteko,"1  izond. [beste pertsonez edo gauzez] presunto, -a; supuesto, -a // 2  izond. (adjektiboaren edo izenaren ondoren) [nork berak bere buruaz] que se cree"
ustel,"1  izond. podrido, -a, putrefacto, -a, descompuesto, -a // 2  izond. haragán, -ana, holgazán, -ana, vago, -a // 3  izond. cobarde, apocado, -a // 4  izond. vano, -a, ineficaz, nulo, -a, sin efecto; malo, -a // 5  izond. (hed.) corrupto, -a // 6  izond. (eguraldi, giro, egun eta antzeko hitzekin) bochornoso, -a; insano, -a"
ustel atera,"fallar, equivocarse; salir mal, fracasar"
"usteldu, ustel(du), usteltzen","1  da/du ad. pudrir(se), corromper(se), descomponer(se) // 2  da/du ad. (hed.) echar(se) a perder, estropear(se), perder(se) // 3  da/du ad. (hed.) corromper(se) // 4  da/du ad. [pertsona] volver(se) haragán, -ana, volver(se) vago, -a"
usteldura,"1  iz. (Ipar.) corrupción, putrefacción, putridez; podredumbre // 2  iz. (Ipar.) (hed.) corrupción"
ustelezin,incorruptible; imputrescible
ustelgaitz,izond. imputrescible; incorruptible
ustelgarri,"izond. corruptor, -a; corruptible"
ustelkeria,"corrupción // putrefacción, podredumbre"
ustelkor,"izond. corruptible, putrescible"
usteltze,"1  iz. corrupción, putrefacción; putridez"
ustetsu,"1  izond. confiado, -a, esperanzado, -a // 2  izond. orgulloso, -a, engreído, -a; altivo, -a; soberbio, -a"
ustez,"1  adb. creyendo, pensando // 2  adb. (aurreko izen-sintagmak -en kasu-atzizkia duela) en opinión de, a juicio de // 3  adb. (aditzaren era burutuaren ondoren) con la esperanza de // 4  adb. presuntamente, supuestamente // 5  adb. aparentemente, en apariencia"
ustez eta,"pensando que, creyendo que"
ustezko,"izlag. presunto, -a; supuesto, -a"
ustiaketa,iz. explotación
ustiapen,1  iz. explotación // 2  iz. (Kont.) explotación
ustiategi,iz. explotación [conjunto de instalaciones]
"ustiatu, ustia, ustiatzen","1  du ad. explotar, sacar provecho, sacar utilidad, sacar beneficios; extraer riquezas // 2  du ad. apurar, aprovechar"
usu,"1  adb. frecuentemente, a menudo // 2  adb. pronto, rápidamente // 3  izond. frecuente; habitual, usual // 4  izond. espeso, -a, cerrado, -a; poblado, -a"
usuenik,"adb. frecuentemente, a menudo"
usufruktudun,"adj. (Zuz.) usufructuario, -a"
usuki,"adb. (Ipar.) frecuentemente, a menudo"
usutasun,iz. frecuencia; asiduidad
"usutu, usu(tu), usutzen","1  da/du ad. (Ipar.) menudear, hacer algo con frecuencia // 2  da/du ad. (Ipar.) volverse más tupido; volverse más cerrado"
utero,iz. (Anat.) útero
utz itzazu,deja(los)
utzarazpen,iz. desahucio
utzi,"izond. dejado, -a, abandonado, -a, desaliñado, -a"
"utzi, utz, uzten","1  du ad. dejar // 2  du ad. permitir, dejar, consentir // 3  du ad. abandonar, dejar // 4  du ad. dejar, ceder // 5  du ad. ceder, prestar, dejar // 6  du ad. legar, dejar // 7  dio ad. dejar de"
"utzietsi, utziets, utziesten","du ad. (Ipar.) dejar, abandonar; cancelar, anular"
utziezin,"irrenunciable, imposible de dejar"
utzikeria,"dejadez, negligencia"
uxaldi,"iz. ojeo, batida"
"uxatu, uxa, uxatzen","du ad. espantar, ahuyentar"
uzkin,"iz. (batez ere pl.) restos, sobras [de comida]"
uzkur,"1  adb./ izond. [lotsatia] tímido, -a, corto, -a, apocado, -a; retraído, -a // 2  adb./ izond. [nagia] remolón, -ona, reacio, -a // 3  adb./ izond. [beldurtia] cobarde, miedoso, -a, pusilánime; gallina"
uzkur egin,ser reacio a; mostrarse reticente
uzkurdura,iz. contracción
uzkurgarri,izond. (Biol.) contráctil
uzkurkeria,"apocamiento, amilanamiento, acoquinamiento"
uzkurketa,iz. contracción
uzkurkor,izond. (Biol.) contráctil
uzkurraldi,iz. momento de cobardía
uzta,"cosecha, fruto, resultado"
uztai,"anillo, anilla, argolla, aro, rosca // arco, aro"
uztailari,"iz. arquero, -a"
uztaldi,iz. (temporada de) cosecha
uztar,"1 iz. (Ipar.) patada, puntapié; coz // 2 iz. forma que toma la palabra uztarri en ciertas palabras compuestas"
uztardura,"1 iz. (Ipar.) juntura, trabazón // 2 iz. (Ipar.) uncimiento // 3 iz. (Hizkl.) ligamiento"
uztargarri,"izond. compaginable, compatible, conciliable"
uztargile,iz. fabricante de yugos
uztarketa,"iz. fusión, conjunción, conciliación"
uztarkide,iz. animal que tiene por pareja en la yunta [referido a otro animal]
uztaro,iz. (temporada de) cosecha
"uztarpetu, uztarpe(tu), uztarpetzen","1  du ad. uncir, acoyundar, enganchar // 2  du ad. (hed.) subyugar, oprimir, dominar"
"uztartu, uztar(tu), uztartzen","1  du ad. [uztarrian lotu] uncir, acoyundar // 2  du ad. (batez ere Ipar.) [besoak] cruzar // 3  da/du ad. (hed.) unir(se), amalgamar(se), fusionar(se), confluir, concurrir // 4  da/du ad. (hed.) compaginar, compatibilizar, armonizar, conciliar, conjugar // 5  da/du ad. [gastronomian] maridar"
uztartze,"1  iz. fusión, conjunción, conciliación // 2  iz. [gastronomian] maridaje"
uztondo,"1 iz. rastrojo // 2 iz. rastrojera, terreno en rastrojo"
vendeetar,"adj./iz. vendeano, -a"
wagnertar,"adj./iz. wagneriano, -a"
web-mintegi,"seminario web, webinario"
whiskitegi,iz. whiskería
windsurflari,iz. windsurfista
xabalina-jaurtiketa,(Kir.) lanzamiento de jabalina
xaboi puska,trozo de jabón
xaboialdi,"jabonada, jabonadura, jabonado"
xaboiontzi,jabonera
"xaboitu, xaboi(tu), xaboitzen","du ad. enjabonar, jabonar"
"xafarratu, xafarra, xafarratzen","[ahoa, baxera, upelak] enjuagar; [baxera] aclarar"
"xafarrikatu, xafarrika, xafarrikatzen","du ad. (Lap.) enjuagar, hacer gárgaras"
xaflakor,izond. (Teknol.) maleable
xahubide,"iz. (Ipar.) gasto, despilfarro, derroche"
xahuleku,iz. lavadero [sitio para lavar la ropa]
xahupen,"1  iz. [garbitzea] limpieza, aseo // 2  iz. [hondamendia] destrucción // 3  iz. [gastua] gasto"
"xahutu, xahu(tu), xahutzen","1  du ad. [gastatu] gastar, despilfarrar, derrochar // 2  du ad. (Ipar.) [suntsitu] destruir, destrozar // 3  da/du ad. (GN/Ipar.) [garbitu] limpiar(se), asear(se) // 4  da/du ad. (Fis.) disipar(se)"
xahutze,"1  iz. (Ipar.) [suntsitzea] ruina, destrucción // 2  iz. [gastatzea] despilfarro, dispendio, derroche"
xakelari,iz. ajedrecista
xakialdi,iz. herradero [temporada para marcar ganado]
xalantzain,"iz. batelero, -a, botero, -a"
xalo,"izond. sencillo, -a, llano, -a, natural, afable, agradable, delicado, -a"
xalotasun,"iz. sencillez, ingenuidad, naturalidad, candidez, delicadeza"
xamardun,adj. (Ipar.) (el) que viste blusón
xanpu,iz. champú
xantaiagile,iz. chantajista
xarma,"1  iz. (Ipar.) encanto, atractivo, carisma, glamour // 2  iz. (Ipar.) hechizo, maleficio, encanto"
xarmadura,iz. (Ipar.) encantamiento
xarmagarri,"izond. (Ipar.) encantador, -a, atractivo, -a, cautivador, -a, muy agradable; glamuroso, -a"
xarmagarritasun,"iz. (Ipar.) encanto, atractivo"
xarmanki,adb. atractivamente
xarmant,"izond. (Ipar.) encantador, -a, atractivo, -a, cautivador, -a, muy agradable; glamuroso, -a"
xarmantasun,iz. (Ipar.) encanto
"xarmatu, xarma(tu), xarmatzen","du ad. (Ipar.) cautivar, seducir, embelesar; encantar, hechizar"
xarmatzaile,"izond. (Ipar.) cautivador, -a, seductor, -a; encantador, -a"
xatar,"iz. pañal, faja de niños"
"xaxatu, xaxa, xaxatzen","du ad. (Heg.) azuzar, inducir, provocar [para la lucha]"
xaxtar,"(Heg.) pequeño, -a, poquita cosa"
xedapen,iz. (Zuz.) disposición
xedapen iragankor,(Zuz.) disposición transitoria
xede,"objetivo, meta, fin, finalidad, ideal; intención // límite, término, frontera"
xede hartu,"decidir, tomar una resolución, deliberar"
xehadura,"1  iz. rotura, quiebra; fragmentación // 2  iz. pormenor, minucia, detalle, precisión"
xehagailu,"iz. (Teknol.) machaca, machacadora"
xehakadura,"iz. rotura, quiebra; fragmentación"
xehakapen,"iz. detalle, desglose"
xehakor,"izond. desmenuzable, fácilmente desmenuzable"
xehe,"1  izond. menudo, -a, diminuto, -a, pequeño, -a // 2  izond. [pertsonei buruz] pequeño, -a, de corta edad // 3  izond. llano, -a, sencillo, -a, natural // 4  iz./izond. (izena denean mugaturik erabilia) [dirua] calderilla, cambio(s), (dinero) suelto, -a, (dinero) menudo // 5  adb. detalladamente, minuciosamente, al por menor // 6  izond. preciso, detallado"
xehe-xehe,"detalladamente, minuciosamente; detenidamente, atentamente"
xehe-xehe egin,"1 deshacer, desmenuzar, triturar, moler, picar // 2 hacer algo minuciosamente/con minuciosidad/en detalle"
xeheka,"adb. (saldu eta erosi aditzekin) al por menor, en cantidades pequeñas"
xehekako,izlag. al por menor
xehekari,"iz. detallista, minorista, que vende al por menor o por menudo"
xehekeria,"menudencia, insignificancia, cosa sin importancia"
xeheki,"adb. detalladamente, minuciosamente, al por menor"
xehero,"adb. (Ipar.) (zah.) detalladamente, minuciosamente, al por menor"
xeheroki,adb. (Ipar.) detalladamente
xehetasun,"1  iz. pormenor, detalle, puntualización, menudencia; precisión, explicación // 2  iz. (Art.) detalle"
xehetasunetan sartu,entrar en detalles
xelebre,"1  izond. (Heg.) (herr.) agudo, -a, ingenioso, -a, ocurrente, cómico, -a, gracioso, -a // 2  izond. (Heg.) (herr.) peculiar, extravagante, curioso, -a, célebre"
xelebrekeria,"ocurrencia, humorada, dicho o hecho ingenioso/agudo"
xerlotsu,"izond. peludo, -a"
xextra,"iz. disputa, riña"
xextran,discutiendo
xiberotar,"iz./izond. suletino, -a"
xifrialdi,"iz. (Ipar.) momento de angustia, momento de inquietud, momento de impaciencia"
xifridura,"iz. (Ipar.) angustia, inquietud, intranquilidad, impaciencia"
xikin,"1 izond. sucio, -a, manchado, -a // 2 izond. sucio, -a, deshonesto, -a, obsceno, -a"
ximen,"izond. (Ipar.) limpio, -a, aseado, -a, pulcro, -a"
"ximendu, ximen(du), ximentzen","da/du ad. (Ipar.) limpiar(se), asear(se), acicalar(se)"
xirmendu,iz. sarmiento
xirularo,iz. (BN) víspera de Navidad
xisteragile,iz. persona que hace chisteras o cestas para jugar a pelota
xisteralari,iz. (Kir.) pelotari que juega con chistera o cesta
xitxuketa,1 iz. (BN/L) reparación de aperos o herramientas de labranza // 2 iz. (BN/L) bricolaje
xixelaketa,iz. (Teknol.) tallado de escoplo
xixkalari,"iz. caco, cortabolsas, ratero, -a"
"xukatu, xuka, xukatzen",1  da/du ad. secar(se) // 2  da/du ad. secar(se); agotar(se)
xume,"pequeño, -a, menudo, -a; sencillo, -a, de poca importancia // humilde, sencillo, -a, modesto, -a, liso, -a, llano, -a"
"xumetu, xume(tu), xumetzen","1  da ad. volverse humilde, volverse sencillo, -a // 2  da/du ad. disminuir, menguar"
xurgagailu,"iz. aspirador, -a"
xurgapen,"iz. absorción, aspiración"
"xurgatu, xurga, xurgatzen","1  du ad. sorber, absorber; aspirar; [likidoak] empapar // 2  du ad. succionar, libar; chupar // 3  du ad. (Ekon.) [enpresak] absorber // 4  du ad. (Fis.) absorber"
xurgatze,iz. (Fis.) absorción
"xutitu, xuti, xutitzen","da/du ad. (Ipar./GN) poner(se) de pie, levantar(se); poner(se) tieso, poner(se) derecho, enderezar(se)"
xuxurla,iz. susurro
xuxurlari,"iz./izond. susurrante; susurrador, -a"
"xuxurlatu, xuxurla(tu), xuxurlatzen",du ad. susurrar
zabal-zabal,"1 de par en par, totalmente, bien abierto // 2 claramente"
zabal-zabal egin,"1 extender del todo, extender completamente"
zabal-zabalik,de par en par [abierto]
"zabalagotu, zabalago(tu), zabalagotzen","da/du ad. ensanchar(se), extender(se), dilatar(se)"
zabalaldi,"iz. ensanchamiento, ensanche"
zabaldi,"iz. llanura, llanada, planicie"
"zabaldu, zabal(du), zabaltzen","1  da/du ad. ensanchar(se), ampliar(se) // 2  da/du ad. extender(se), desplegar(se) // 3  da/du ad. abrir(se) // 4  da/du ad. anunciar(se), pregonar(se), divulgar(se), difundir(se), propagar(se), extender(se) // 5  da/du ad. (hed.) abrir(se), inaugurar(se) // 6  da/du ad. (Fis.) (Med.) dilatar(se)"
zabaldura,"1 iz. ensanchamiento, ampliación // 2 iz. ensanche // 3 iz. (Bot.) dehiscencia"
zabalera,"1  iz. amplitud, extensión // 2  iz. anchura, ancho"
zabalgailu,"1 iz. (Med.) espéculo // 2 iz. aplicador, -a [dispositivo]"
zabalik,"adb. abierto, -a"
zabalketa,"iz. difusión, expansión, extensión; aumento; ensanchamiento, ensanche"
zabalkor,"izond. que puede extenderse, que puede ensancharse, que puede ampliarse"
zabalkunde,"1  iz. [zabaltzea] difusión, extensión, propagación // 2  iz. [ezagutaraztea] propaganda, difusión, divulgación [de una publicación]"
zabalkuntza,"ampliación, ensanchamiento"
zabalkuntza-juntura,(Teknol.) junta de dilatación
zabalpen,"iz. divulgación, difusión, extensión"
zabaltza,"iz. azotea, terrado"
zabarkeria,"negligencia, falta de atención o interés, abandono, desidia"
"zabilatu, zabila, zabilatzen","da/du ad. volverse amargo, -a"
zabor,basura
zabor-bilketa,recogida de basuras
zabortegi,"iz. basurero, vertedero"
"zabotu, zabo, zabotzen","da ad. hincharse, inflarse"
zabu egin,"balancear(se), mecer(se), tambalear(se); columpiar(se)"
"zabukatu, zabuka, zabukatzen","du ad. balancear; mecer, bambolear, columpiar"
"zaflakatu, zaflaka, zaflakatzen","du ad. (Ipar.) abofetear, pegar tortas"
zaflaldi,"iz. (Ipar.) paliza, tunda, zurra"
"zaflatu, zafla(tu), zaflatzen","du ad. (batez ere Z) abofetear, pegar tortas"
zafraldi,"iz. (Ipar.) paliza, vapuleo, tunda, zurra; manta, somanta"
"zafratu, zafra(tu), zafratzen","du ad. (GN/Ipar.) zurrar, sacudir, dar una paliza"
zagai,"iz. lanza pequeña // izond. atrevido, -a, audaz, osado, -a, valiente, decidido, -a"
zahakin,"iz. odrero, -a, botero, -a [persona]"
zahalburu,iz. (Ipar.) renacuajo ➥ zapaburu
zaharberrikuntza,"iz. renovación, reforma; restauración"
"zaharberritu, zaharberri, zaharberritzen","1  du ad. renovar(se), reformar(se) // 2  du ad. (Art.) restaurar"
zaharberritze,"1  iz. renovación, reforma // 2  iz. (Art.) restauración"
zahargarri,izond. que produce vejez
zaharkeria," vejez, senectud, ancianidad, antigüedad, antigualla (con sentido peyorativo); marrullería, astucia [de las personas mayores]"
zaharkin,iz. antigualla; antigüedad
zaharkitu,"izond. decrépito, -a, caduco, -a, pasado de moda, obsoleto, -a"
"zaharkitu, zaharki, zaharkitzen","1  da/du ad. envejecer(se), aviejar(se); pasar(se) de moda // 2  da/du ad. (Teknol.) producir(se) obsolescencia"
zaharkitzapen,iz. obsolescencia; anquilosamiento
zaharkitze,envejecimiento; obsolescencia
zaharo,"iz. azote, vara, varapalo, palo"
"zaharoztatu, zaharozta, zaharoztatzen","du ad. azotar, flagelar, dar azotes"
zaharrak berri,"sin novedad, sin novedad en el frente"
zaharren egoitza,"residencia de ancianos, -as"
zahartu,"envejecer(se), aviejar(se); pasar(se) de moda"
"zahartu, zahar(tu), zahartzen","1  da/du ad. envejecer(se), aviejar(se); pasar(se) de moda // 2  da/du ad. (Teknol.) envejecer(se) // 3  da ad. envejecerse, llegar a una cierta edad"
zahartzapen,"1  iz. (Ipar.) vejez, senectud, ancianidad // 2  iz. (Teknol.) envejecimiento, maduración"
zahartzaro,"iz. vejez, senectud, ancianidad [tiempo]"
zahartze,"1  iz. envejecimiento, vejez, senectud, ancianidad"
zaharzale,"izond. partidario de los valores antiguos, defensor de las cosas de antaño, aficionado a las cosas tradicionales"
zahitsu,izond. que tiene mucho salvado
"zahitu, zahi, zahitzen",da/du ad. (Ipar.) madurar(se) excesivamente
"zaildu, zail(du), zailtzen","1  du ad. dificultar, complicar, entorpecer, estorbar // 2  da/du ad. endurecer(se), curtir(se) // 3  da/du ad. empeñarse, esforzarse, hacer lo posible"
zain,"1 iz. (Anat.) vena; [adiera zabalean] vaso sanguíneo // 2 iz. tendón // 3 iz. nervio // 4 iz. raíz // 5 iz. (hed.) nervio, vigor // 6 iz. (Zool.) nerviación, vena // 7 iz. (Zool.) cálamo; cañón // 8 iz. (GN) fundamento, principio, base, cimiento // 9 iz. [harriarena, zurarena] veta, vena // 10 iz. (Geol.) filón, veta, vena // iz. (sarritan, hitz elkartuetan) vigilante, guardián, -ana, cuidador, -a // adb. (egon, izan edo eduki aditzekin; aurreko izen-sintagmak -en atzizkia duela; aurretik zehar-galdera den mendeko perpausa izan dezake) esperando, a la espera de"
zain txarra eman,dar mala espina
zainartatu,"iz. (Ipar.) torcedura, esguince"
"zainartatu, zainarta, zainartatzen","du ad. (Ipar.) retorcer(se), torcer(se)"
zainbide,iz. modo o medio de defensa
zaindu,cuidar
"zaindu, zain(du), zaintzen","1  du ad. cuidar, vigilar // 2  du ad. guardar(se), preservar(se), proteger(se) // 3  du ad. cumplir, realizar"
zainetan izan/eman,"poner(se) nervioso, -a, intranquilizar(se), alterar(se), turbar(se), inquietar(se); atur(r)ullar(se)"
zaingabe,"izond. débil, flojo, -a, endeble, que no tiene consistencia o fundamento"
"zaingabetu, zaingabe, zaingabetzen","da/du ad. (Ipar.) debilitar(se), enflaquecer, desgastarse, decaer, quedar(se) sin fuerza"
"zainildu, zainil, zainiltzen","da/du ad. (Ipar.) debilitar(se), enflaquecer, desgastar(se)"
zainketa,"iz. cuidado, custodia, protección, guarda"
zaintoki,"1 iz. cepa, tocón [parte del árbol] // 2 iz. Ik. zaindegi"
zaintsu,"1 izond. venoso, -a, musculoso, -a, vigoroso, -a // 2 izond. [landareei buruz] de muchas raíces // 3 izond. [bizia, indartsua] vivo, -a, intenso, -a, activo, -a, fuerte, vivaz"
zaintzaldi,iz. guardia
zairetar,"adj./iz. zairense; zaireño, -a"
zakar,"brusco, -a"
zakarkeria,"dureza, brusquedad, grosería, rudeza"
"zakarra, halakoal","¡pedazo de brusco, -a!"
zakarraldi,iz. momento de mal humor
zakartegi,"iz. basurero, vertedero"
zakartsu,izond. que tiene muchas costras/postillas
zakartu,embravecerse
"zakartu, zakar(tu), zakartzen","da ad. volverse tosco, -a, embrutecerse; enfurecerse, embravecerse"
zakilak zirik egin,hacer un movimiento leve el pene
zakukada,"iz. carga de un saco, un saco lleno"
"zakuratu, zakura(tu), zakuratzen","1  du ad. meter en el saco, ensacar // 2  du ad. saquear"
"zalagardatu, zalagarda(tu), zalagardatzen","du ad. engañar, burlar, trampear"
zalantza,duda
zalantza egin,dudar
zalantza(rik) gabe,"seguro, sin duda, sin duda alguna, sin lugar a duda(s)"
zalantza(ta)n,"dudando, vacilando, sospechando"
zalantza(ta)n gelditu/geratu,"quedarse en duda, quedarse vacilante"
zalantza(ta)n jarri/ipini,"poner en duda, poner en tela de juicio"
zalantzagarri,"izond. cuestionable, dudable; ambiguo, -a, equívoco, -a"
zalantzakor,"izond. dudoso, -a, indeciso, -a, vacilante"
zalantzaldi,"iz. indecisión, momento de duda"
zalantzati,"izond. dudoso, -a, indeciso, -a, que duda, lleno de dudas, inseguro, -a"
"zalantzatu, zalantza(tu), zalantzatzen",da ad. dudar
zalantzazko,"izlag. cuestionable, dudoso, -a, vacilante"
zalapartaka,"ruidosamente, precipitadamente, metiendo ruido"
zalapartatsu,"izond. ruidoso, -a, bullicioso, -a, alborotador, -a"
zalapartero,"izond. (Heg.) escandaloso, -a, alborotador, -a"
zalbide,iz. camino de caballos
"zaldakatu, zaldaka, zaldakatzen","da ad. (G) revolcarse en el lodo, encenagarse, enfangarse"
zaldi,"1  iz. (Zool.) caballo, res equina (Equus caballus) // 2  iz. (Zool.) [zaldi ar heldua] caballo"
zaldi arkudun,(Kir.) potro con arcos
zaldi-edergailu,"(Ipar.) arreo, arnés"
zaldiketa,1 iz. caballeriza // 2 iz. equitación
zaldikume,iz. potro
zalditegi,"iz. caballeriza, cuadra, establo de caballos"
Zalditik astora,de mal en peor
zalditoki,iz. hipódromo
zaldizain,"1 iz. caballerizo, -a; palafrenero, -a, mozo, -a de caballos // 2 iz. [zalgurdia gidatzen duena] cochero, -a"
zaldun,"1 iz. (batez ere Heg.) noble, gentilhombre, hidalgo, caballero // 2 iz. [kartetan] caballo"
zaldun-liburu,(Lit.) libro de caballería(s)
Zalduondo,Zalduondo
zale,"1 izond. (aurrean duen izen-sintagmak -en kasu-atzizkia duela (bestela lotuta idazten da), izen berezia denean izan ezik; aurretik aditzaren era burutua edo -t(z)eko izenlaguna har dezake) (pl.) aficionado, -a, inclinado, -a, amante de, deseoso de // 2 iz. (Kir.) hinchada [zale-taldea]"
zalekeria,"afición, tendencia, propensión, inclinación (con sentido peyorativo)"
zaletasun,"iz. afición, tendencia, propensión, inclinación"
"zaletu, zale(tu), zaletzen","da ad. aficionarse, inclinarse; atraerse, encariñarse"
zalikada,"iz. (Heg.) cucharón, cazo [contenido]"
zaltoki,iz. silla [de montar]
zalukeria,"astucia, malignidad; falsedad, fraude"
"zalutu, zalu(tu), zalutzen","da/du ad. (Ipar.) agilizar, aligerar; flexibilizar"
zama,1  iz. [neurria] carga // 4  iz. (hed.) problema; estorbo
"zamakatu, zamaka(tu), zamakatzen","du ad. (L) formar cargas de forraje; envolver, embalar, empaquetar"
zamaketa,iz. carga [acción]
zamaldun,"iz. (Ipar.) (zah.) caballero, -a; jinete"
zamaleku,iz. cargadero
zamalkadura,"1 iz. (Geol.) cabalgamiento // 2 iz. (Metr.) encabalgamiento, cabalgamiento"
"zamalkatu, zamalka, zamalkatzen","da ad. (Ipar.) cabalgar, montar a caballo"
zamaltzain,"1 iz. (Ipar.) caballerizo, -a; palafrenero, -a, mozo, -a de caballos // 2 iz. (Ipar.) personaje del carnaval suletino que en la cintura lleva un armazón en forma de caballo"
zamategi,"iz. bodega, depósito, almacén [de barco, buque]"
"zamatu, zama(tu), zamatzen","1  du ad. [norbaiten edo zerbaiten gainean zama ezarri] cargar // 2  du ad. (Ipar.) formar cargas de forraje; envolver, embalar, empaquetar"
"zamotu, zamo(tu), zamotzen","da/du ad. disfrazar(se), enmascarar(se)"
"zanbrotu, zanbro(tu), zanbrotzen","1  da/du ad. excoriar(se), escoriar(se), sahornarse // 2  da/du ad. [landareak beroak eraginda] abochornar(se), enfermar(se)"
zanga,"iz. foso, zanja"
zangarte,"1 iz. entrepierna, bragadura, horcajadura // 2 iz. zancadilla // 3 iz. zancada, paso largo"
"zangopilatu, zangopila, zangopilatzen",du ad. (Ipar.) pisotear
"zangotrabatu, zangotraba(tu), zangotrabatzen",du ad. poner zancadilla
"zankustu, zankuts/zankustu, zankusten",da/du ad. (BN) descalzar(se)
zanpaketa,"iz. opresión, aplastamiento; represión"
zanpaldi,"iz. (GN/Ipar.) paliza, zurra, somanta"
